EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,StockOptionLevel,PercentSalaryHike,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,RelationshipSatisfaction,PerformanceRating,TrainingTimesLastYear,BusinessTravel,OverTime,NumCompaniesWorked,JobInvolvement,Attrition
EMP000588,27,Male,Single,3,Life Sciences,HR,Human Resources,2,1,1,1,1,5247,0,18,9,2,2,3,2,2,4,Travel_Rarely,Yes,0,1,0
EMP000589,39,Male,Married,2,Medical,Sales,Sales Representative,4,4,3,1,0,13156,2,14,8,4,4,4,2,3,1,Travel_Frequently,No,0,3,0
EMP000590,32,Male,Married,1,Life Sciences,Marketing,Marketing Manager,2,7,3,0,3,6377,0,10,11,4,3,2,3,2,2,Non-Travel,No,4,2,0
EMP000591,23,Female,Single,4,Technical Degree,R&D,Research Scientist,1,0,0,0,0,3217,0,11,8,2,3,2,4,3,3,Travel_Rarely,Yes,1,4,0
EMP000592,20,Male,Single,4,Technical Degree,Sales,Sales Executive,2,2,0,0,0,4128,1,6,9,2,2,3,3,4,3,Travel_Frequently,No,2,2,0
EMP000593,33,Male,Married,2,Medical,Marketing,Marketing Specialist,3,0,0,0,0,6174,1,12,1,3,2,2,3,3,4,Travel_Frequently,Yes,0,2,1
EMP000594,29,Male,Married,4,Human Resources,Sales,Manager,2,1,1,0,1,4671,1,15,30,3,3,3,2,2,5,Non-Travel,Yes,0,3,1
EMP000595,30,Male,Married,5,Technical Degree,Marketing,Marketing Specialist,2,6,0,0,0,6786,0,14,10,2,3,2,3,4,4,Travel_Rarely,No,1,3,0
EMP000596,31,Female,Married,5,Technical Degree,IT,Software Engineer,2,2,0,0,0,5708,0,16,9,4,1,2,2,2,3,Travel_Frequently,No,2,3,1
EMP000597,37,Male,Single,5,Life Sciences,R&D,Manager,4,12,0,0,0,14642,2,15,20,2,2,2,4,3,1,Travel_Rarely,No,1,4,0
EMP000598,28,Male,Single,4,Technical Degree,Sales,Manager,3,1,1,0,1,9738,0,18,3,3,4,2,1,1,1,Travel_Rarely,No,0,3,0
EMP000599,38,Female,Married,3,Other,Sales,Manager,4,0,0,0,0,11191,3,15,16,2,2,3,3,4,4,Non-Travel,No,2,3,0
EMP000600,24,Male,Married,2,Life Sciences,Sales,Sales Representative,1,2,0,0,0,3592,0,11,8,2,3,1,4,3,1,Travel_Rarely,No,5,3,0
EMP000601,20,Male,Married,3,Technical Degree,Marketing,Marketing Specialist,2,2,1,0,1,5127,0,12,6,4,2,4,2,2,3,Travel_Frequently,No,2,2,0
EMP000602,35,Female,Married,4,Technical Degree,R&D,Laboratory Technician,3,9,1,1,0,9439,0,6,2,2,4,3,3,3,0,Travel_Rarely,Yes,0,4,0
EMP000603,22,Female,Single,5,Medical,Sales,Manager,2,2,2,1,0,6554,0,16,10,2,3,4,1,2,5,Non-Travel,Yes,2,3,0
EMP000604,29,Female,Married,3,Medical,HR,Manager,2,8,0,0,0,6442,0,9,21,3,1,2,1,4,4,Travel_Rarely,No,2,3,0
EMP000605,39,Male,Single,3,Life Sciences,Sales,Manager,4,0,0,0,0,12428,3,13,12,1,3,3,3,2,6,Travel_Rarely,No,1,2,0
EMP000606,20,Male,Single,4,Life Sciences,Sales,Sales Representative,1,0,0,0,0,2992,0,14,5,1,3,3,4,3,2,Travel_Rarely,No,2,3,0
EMP000607,31,Female,Married,3,Life Sciences,Sales,Sales Representative,2,10,1,1,1,6968,0,19,6,3,3,2,1,4,4,Travel_Frequently,No,0,1,0
EMP000608,20,Female,Single,3,Marketing,IT,Manager,1,2,0,0,0,3624,1,8,4,3,4,1,2,2,2,Travel_Frequently,No,2,3,1
EMP000609,28,Male,Married,3,Marketing,Sales,Manager,1,0,0,0,0,2524,1,15,5,3,2,4,3,2,2,Travel_Rarely,No,5,4,0
EMP000610,18,Male,Single,5,Other,R&D,Laboratory Technician,1,1,1,1,0,2710,0,14,8,3,4,4,4,3,0,Travel_Rarely,Yes,2,2,0
EMP000611,21,Female,Single,3,Marketing,Sales,Manager,1,3,0,0,0,3563,1,10,6,4,1,4,1,3,3,Non-Travel,No,1,4,0
EMP000612,24,Male,Single,3,Life Sciences,HR,Human Resources,1,0,0,0,0,2899,0,17,4,2,4,4,4,3,1,Travel_Rarely,Yes,0,4,0
EMP000613,20,Male,Married,3,Life Sciences,R&D,Manager,1,2,0,0,0,3715,0,6,13,2,3,3,3,3,2,Non-Travel,Yes,1,4,0
EMP000614,32,Male,Married,3,Other,Sales,Sales Representative,1,4,0,0,0,4242,0,17,10,4,3,3,3,3,0,Travel_Rarely,No,3,3,0
EMP000615,31,Female,Married,3,Medical,R&D,Research Scientist,1,5,0,0,0,3515,1,12,8,3,4,2,2,4,3,Travel_Rarely,No,1,3,0
EMP000616,40,Female,Married,3,Technical Degree,HR,Human Resources,3,4,1,0,1,7539,0,12,21,4,3,3,2,3,0,Non-Travel,No,0,2,0
EMP000617,22,Female,Single,3,Life Sciences,Sales,Sales Executive,1,4,2,0,0,3658,0,16,11,2,3,2,3,3,5,Travel_Frequently,Yes,2,3,0
EMP000618,26,Male,Married,1,Medical,IT,Manager,2,1,0,0,0,4878,0,18,6,3,2,1,4,4,2,Non-Travel,No,0,3,0
EMP000619,21,Male,Single,4,Medical,R&D,Manager,2,1,1,1,1,5256,0,13,7,1,3,2,4,3,2,Travel_Frequently,Yes,2,3,1
EMP000620,25,Male,Married,3,Life Sciences,IT,Data Scientist,1,4,1,0,1,4226,0,5,5,1,1,3,4,3,3,Travel_Rarely,Yes,0,3,0
EMP000621,41,Female,Single,5,Technical Degree,HR,Manager,2,2,0,0,0,5645,1,12,25,3,2,3,1,3,1,Travel_Rarely,Yes,0,2,1
EMP000622,33,Female,Married,1,Marketing,Marketing,Marketing Specialist,2,3,0,0,0,6100,1,11,2,3,1,3,1,1,2,Travel_Rarely,No,3,4,0
EMP000623,22,Female,Single,1,Medical,R&D,Manager,2,1,0,0,0,4861,0,13,13,4,3,4,2,4,3,Non-Travel,No,0,2,1
EMP000624,19,Male,Married,5,Technical Degree,Sales,Sales Executive,1,1,0,0,0,2862,0,15,5,1,1,2,2,2,1,Travel_Rarely,Yes,0,1,1
EMP000625,19,Female,Single,2,Medical,IT,Manager,2,0,0,0,0,4518,0,16,5,2,4,4,3,4,2,Non-Travel,No,1,2,0
EMP000626,32,Female,Married,1,Life Sciences,IT,Data Scientist,2,0,0,0,0,4765,0,14,3,3,2,3,3,4,2,Travel_Rarely,No,2,4,0
EMP000627,24,Male,Single,2,Other,Operations,Operations Specialist,1,6,2,2,2,4269,0,13,27,2,3,2,2,4,3,Travel_Rarely,No,0,2,0
EMP000628,47,Male,Married,4,Life Sciences,Sales,Sales Representative,5,6,3,1,1,19054,2,16,2,4,2,4,4,2,3,Non-Travel,No,2,3,0
EMP000629,27,Female,Single,4,Technical Degree,HR,Human Resources,1,3,0,0,0,3346,1,18,14,4,3,3,3,3,5,Travel_Rarely,Yes,1,4,0
EMP000630,24,Female,Single,3,Technical Degree,R&D,Research Scientist,1,4,1,1,1,3798,1,9,2,3,2,2,3,3,4,Travel_Rarely,Yes,4,2,0
EMP000631,21,Male,Married,4,Life Sciences,IT,Software Engineer,2,3,0,0,0,5201,0,16,4,2,2,2,3,2,1,Travel_Rarely,No,1,3,0
EMP000632,35,Female,Married,3,Medical,Operations,Operations Manager,4,11,0,0,0,12020,2,10,4,3,3,1,3,3,5,Non-Travel,Yes,0,4,0
EMP000633,25,Female,Single,5,Life Sciences,R&D,Research Scientist,2,7,6,1,2,6899,1,8,1,2,2,3,3,1,2,Travel_Rarely,Yes,0,3,0
EMP000634,28,Male,Married,2,Medical,IT,Data Scientist,3,1,1,0,1,8133,1,17,8,2,2,3,3,3,0,Non-Travel,Yes,3,2,0
EMP000635,29,Male,Single,4,Technical Degree,R&D,Manager,2,1,0,0,0,5255,0,12,11,4,3,4,4,3,5,Travel_Rarely,Yes,0,2,0
EMP000636,27,Male,Married,2,Life Sciences,R&D,Research Scientist,2,0,0,0,0,5185,0,10,10,3,3,3,3,4,1,Travel_Rarely,No,0,3,0
EMP000637,33,Male,Married,3,Life Sciences,R&D,Research Director,1,0,0,0,0,2929,1,14,9,4,2,2,3,3,4,Non-Travel,No,7,3,0
EMP000638,21,Male,Married,2,Marketing,Sales,Sales Executive,1,3,3,3,2,3733,0,9,6,4,4,3,3,3,7,Non-Travel,No,2,3,0
EMP000639,27,Male,Single,4,Marketing,R&D,Research Scientist,2,1,0,0,0,6659,0,15,7,2,4,4,4,3,3,Travel_Frequently,No,0,2,0
EMP000640,26,Female,Married,4,Technical Degree,Sales,Sales Executive,2,1,1,1,0,6052,0,15,28,1,2,1,2,1,3,Travel_Frequently,Yes,0,4,1
EMP000641,34,Female,Married,3,Technical Degree,R&D,Laboratory Technician,3,0,0,0,0,7138,0,17,0,3,2,2,4,4,1,Non-Travel,No,4,3,0
EMP000642,36,Female,Married,4,Technical Degree,R&D,Laboratory Technician,4,12,4,1,1,11232,2,5,2,2,1,4,2,4,5,Travel_Rarely,No,0,4,0
EMP000643,23,Male,Single,4,Technical Degree,IT,Manager,1,0,0,0,0,3442,0,14,10,3,2,1,4,1,6,Travel_Rarely,No,0,2,0
EMP000644,34,Male,Married,4,Life Sciences,R&D,Laboratory Technician,2,2,0,0,0,5761,1,5,7,4,4,4,1,2,4,Non-Travel,No,0,4,0
EMP000645,21,Male,Single,3,Marketing,R&D,Research Scientist,1,1,0,0,0,3440,0,16,7,3,4,3,3,1,5,Travel_Rarely,Yes,2,2,0
EMP000646,27,Female,Married,3,Medical,Sales,Manager,3,0,0,0,0,7317,2,17,5,1,4,2,1,4,5,Travel_Frequently,No,1,2,0
EMP000647,28,Male,Married,2,Human Resources,Marketing,Marketing Manager,1,10,5,1,0,4725,0,11,13,3,2,1,2,1,7,Travel_Rarely,No,9,1,0
EMP000648,36,Male,Married,3,Medical,Sales,Manager,3,1,0,0,0,8387,1,13,6,1,3,2,3,1,2,Non-Travel,No,0,3,0
EMP000649,33,Female,Married,4,Human Resources,Operations,Operations Manager,3,3,1,1,0,9020,0,7,15,2,2,4,3,3,0,Travel_Frequently,Yes,0,3,0
EMP000650,21,Male,Married,4,Technical Degree,R&D,Laboratory Technician,1,3,0,0,0,4521,1,17,3,2,3,4,1,2,5,Non-Travel,No,0,3,0
EMP000651,33,Female,Married,4,Technical Degree,Sales,Sales Representative,2,4,2,0,2,6411,1,15,6,3,3,4,3,4,3,Non-Travel,No,0,2,0
EMP000652,29,Male,Single,3,Medical,R&D,Manager,2,3,0,0,0,5790,0,15,9,4,1,4,4,4,1,Travel_Frequently,No,5,3,0
EMP000653,41,Male,Married,4,Medical,Sales,Sales Executive,3,4,1,0,0,5473,0,14,4,1,1,3,3,2,0,Non-Travel,No,2,3,1
EMP000654,25,Female,Single,3,Marketing,Sales,Sales Representative,3,6,3,0,1,9504,0,13,3,1,1,4,1,3,6,Travel_Rarely,No,3,3,0
EMP000655,26,Female,Married,5,Life Sciences,R&D,Research Scientist,3,8,5,3,2,9775,0,20,20,4,2,2,2,4,1,Travel_Rarely,No,0,4,0
EMP000656,42,Male,Married,3,Other,HR,Human Resources,3,5,0,0,0,7650,0,15,2,3,3,4,4,1,2,Travel_Rarely,No,5,3,1
EMP000657,37,Male,Single,4,Technical Degree,Sales,Manager,2,3,0,0,0,6062,0,10,2,3,3,2,2,3,2,Travel_Rarely,No,0,4,1
EMP000658,21,Female,Married,4,Technical Degree,IT,Data Scientist,1,2,2,0,2,3990,1,5,3,4,2,3,4,3,1,Travel_Rarely,No,0,3,0
EMP000659,27,Female,Married,5,Medical,IT,Manager,1,6,0,0,0,5072,1,5,6,2,4,3,2,4,1,Travel_Rarely,No,1,4,0
EMP000660,31,Female,Married,3,Life Sciences,HR,Manager,1,4,3,0,2,3859,0,10,3,3,3,4,3,3,3,Travel_Rarely,No,0,4,0
EMP000661,34,Female,Single,3,Technical Degree,R&D,Research Scientist,3,2,2,1,1,7754,2,14,7,4,4,3,3,2,4,Travel_Rarely,No,0,4,0
EMP000662,22,Male,Single,3,Medical,Sales,Manager,1,2,1,1,1,3954,0,15,7,3,3,2,3,3,2,Non-Travel,No,1,4,0
EMP000663,40,Male,Divorced,3,Other,Sales,Sales Executive,2,22,5,0,1,8823,0,11,6,2,3,4,3,3,2,Travel_Frequently,No,0,3,0
EMP000664,20,Male,Single,4,Technical Degree,IT,Software Engineer,2,2,0,0,0,5536,0,7,11,3,4,1,4,4,3,Travel_Rarely,No,2,2,1
EMP000665,22,Female,Single,5,Life Sciences,HR,Manager,2,1,0,0,0,4323,0,10,22,4,4,1,1,3,1,Non-Travel,Yes,2,3,1
EMP000666,39,Male,Single,2,Marketing,R&D,Manager,4,1,1,0,1,14239,3,14,5,4,2,1,4,3,3,Travel_Rarely,No,2,4,0
EMP000667,28,Female,Single,4,Technical Degree,Sales,Manager,3,10,1,0,0,9290,1,12,6,4,3,4,4,4,5,Travel_Rarely,Yes,0,3,0
EMP000668,29,Female,Married,5,Marketing,Sales,Manager,1,5,1,0,1,4400,0,5,6,3,3,2,2,3,0,Travel_Rarely,No,3,2,0
EMP000669,30,Female,Single,2,Marketing,IT,Data Scientist,2,1,0,0,0,5256,0,15,8,4,2,1,2,2,5,Travel_Rarely,No,0,3,0
EMP000670,23,Male,Married,3,Life Sciences,R&D,Laboratory Technician,1,2,2,2,2,3661,0,15,2,3,2,3,3,3,4,Non-Travel,Yes,1,4,0
EMP000671,20,Male,Single,5,Life Sciences,Operations,Operations Manager,1,2,2,0,1,3269,0,12,1,2,1,3,2,3,2,Travel_Rarely,No,2,3,0
EMP000672,31,Male,Married,5,Technical Degree,Operations,Operations Specialist,1,1,0,0,0,3348,0,15,29,4,4,4,3,3,3,Non-Travel,No,1,3,0
EMP000673,32,Male,Single,3,Life Sciences,IT,Software Engineer,3,3,0,0,0,9743,1,13,1,4,1,3,2,3,1,Travel_Rarely,No,5,4,0
EMP000674,30,Female,Divorced,1,Technical Degree,R&D,Research Scientist,3,7,0,0,0,8827,1,13,3,1,4,2,3,4,1,Travel_Rarely,No,2,3,0
EMP000675,25,Male,Single,2,Marketing,Sales,Sales Executive,2,4,4,0,2,6088,0,9,12,4,4,2,4,3,2,Non-Travel,No,3,2,0
EMP000676,22,Female,Single,4,Other,R&D,Research Scientist,1,4,0,0,0,4364,1,17,13,1,3,1,4,4,4,Travel_Rarely,No,1,4,0
EMP000677,27,Female,Single,2,Human Resources,Operations,Operations Manager,3,4,4,0,4,7756,1,14,8,3,3,3,3,3,3,Travel_Rarely,Yes,1,2,0
EMP000678,43,Female,Married,2,Technical Degree,R&D,Manager,3,0,0,0,0,7211,1,15,17,1,3,3,2,3,1,Travel_Frequently,Yes,0,4,0
EMP000679,27,Male,Married,4,Medical,IT,Software Engineer,2,1,1,0,1,4667,0,15,10,2,2,3,4,2,2,Travel_Rarely,No,0,2,0
EMP000680,26,Male,Married,4,Medical,Operations,Operations Specialist,1,2,1,0,0,3300,0,10,6,4,3,4,2,3,3,Travel_Rarely,No,0,4,0
EMP000681,27,Male,Single,4,Life Sciences,IT,Manager,3,9,0,0,0,8055,0,17,4,2,3,1,3,3,2,Travel_Rarely,Yes,1,3,1
EMP000682,27,Male,Married,2,Life Sciences,HR,Human Resources,3,2,0,0,0,8524,2,17,1,2,4,1,2,3,2,Travel_Rarely,No,3,4,0
EMP000683,39,Male,Married,2,Marketing,Sales,Sales Representative,3,1,0,0,0,10310,2,15,1,2,4,3,4,2,0,Travel_Rarely,Yes,3,4,0
EMP000684,33,Male,Married,4,Technical Degree,Sales,Sales Representative,2,0,0,0,0,5095,0,16,1,1,4,4,3,3,2,Travel_Rarely,No,5,2,0
EMP000685,24,Female,Single,4,Life Sciences,R&D,Laboratory Technician,1,6,0,0,0,5139,0,20,5,4,3,3,3,3,1,Travel_Rarely,No,0,2,0
EMP000686,26,Male,Single,4,Medical,Operations,Operations Manager,1,7,0,0,0,3704,0,13,5,3,3,4,2,3,4,Travel_Rarely,No,5,3,0
EMP000687,28,Male,Single,5,Marketing,Marketing,Marketing Specialist,1,7,0,0,0,3862,0,6,17,1,3,3,4,1,6,Travel_Rarely,No,3,3,0
EMP000688,29,Female,Single,5,Other,Sales,Sales Representative,1,2,2,1,0,2643,0,14,10,3,2,4,4,3,0,Travel_Rarely,No,1,3,0
EMP000689,23,Female,Single,3,Life Sciences,R&D,Manager,1,0,0,0,0,2000,0,10,13,3,3,2,2,4,0,Travel_Rarely,No,0,3,0
EMP000690,25,Female,Married,3,Life Sciences,HR,Manager,1,1,0,0,0,3244,1,12,6,4,1,3,4,3,4,Travel_Rarely,No,3,4,0
EMP000691,40,Male,Single,4,Other,R&D,Manager,3,9,2,1,2,8442,1,11,27,2,4,3,1,4,2,Travel_Frequently,No,1,2,0
EMP000692,39,Female,Married,4,Life Sciences,Sales,Manager,3,0,0,0,0,5386,2,15,4,4,1,2,4,3,2,Travel_Rarely,Yes,1,1,1
EMP000693,26,Female,Divorced,3,Technical Degree,R&D,Laboratory Technician,3,8,0,0,0,9191,2,16,13,1,3,4,4,4,3,Travel_Rarely,No,0,1,0
EMP000694,25,Female,Divorced,4,Marketing,Operations,Operations Manager,2,3,0,0,0,5619,0,20,16,3,2,4,3,3,1,Travel_Frequently,Yes,3,3,0
EMP000695,33,Male,Married,2,Medical,Operations,Operations Manager,2,6,3,0,0,6444,1,12,16,3,4,3,3,2,3,Travel_Rarely,No,2,3,0
EMP000696,20,Female,Single,4,Medical,HR,Manager,2,2,2,1,2,5280,1,13,12,1,3,3,4,3,3,Travel_Rarely,No,0,4,0
EMP000697,38,Male,Single,1,Other,HR,Manager,4,13,0,0,0,15626,2,14,6,1,3,2,2,2,3,Travel_Rarely,No,1,2,0
EMP000698,24,Female,Married,3,Life Sciences,Sales,Manager,1,1,1,0,0,2778,0,12,2,2,3,4,2,3,2,Travel_Frequently,Yes,0,2,1
EMP000699,31,Male,Single,5,Life Sciences,IT,Manager,2,4,2,0,2,5042,0,8,13,3,1,3,3,3,1,Travel_Rarely,No,5,4,0
EMP000700,20,Female,Single,2,Marketing,Sales,Sales Representative,1,0,0,0,0,3563,1,13,15,2,2,2,3,3,0,Travel_Rarely,Yes,1,2,1
EMP000701,33,Female,Married,3,Medical,Sales,Manager,2,3,1,0,1,6833,1,11,7,2,3,3,4,1,2,Travel_Rarely,Yes,0,4,0
EMP000702,32,Male,Single,2,Marketing,Sales,Sales Executive,3,14,0,0,0,9195,1,8,6,1,2,1,4,3,3,Non-Travel,Yes,4,2,0
EMP000703,31,Female,Married,5,Other,R&D,Research Scientist,1,0,0,0,0,3103,0,13,6,4,1,2,4,3,4,Travel_Rarely,No,0,1,1
EMP000704,23,Male,Single,4,Other,Marketing,Marketing Manager,1,3,0,0,0,3195,0,13,6,3,2,2,2,4,3,Travel_Rarely,No,1,3,0
EMP000705,25,Male,Married,5,Life Sciences,Operations,Operations Manager,1,4,0,0,0,3346,0,14,6,2,3,2,3,1,1,Travel_Rarely,No,1,2,0
EMP000706,30,Male,Married,5,Medical,IT,Data Scientist,3,12,0,0,0,10678,0,9,3,4,1,1,3,2,4,Travel_Frequently,Yes,0,3,0
EMP000707,24,Female,Single,4,Life Sciences,IT,Manager,1,1,0,0,0,3320,0,12,19,3,3,4,2,3,3,Non-Travel,No,0,3,0
EMP000708,24,Male,Single,2,Other,R&D,Research Scientist,1,3,3,2,0,3401,0,5,13,1,1,1,4,2,3,Travel_Frequently,Yes,0,2,1
EMP000709,37,Female,Married,3,Medical,R&D,Manager,3,19,1,1,1,11358,2,13,12,3,4,4,3,1,4,Travel_Frequently,Yes,1,2,0
EMP000710,19,Female,Single,3,Medical,IT,Data Scientist,1,1,1,0,1,2698,0,15,3,3,2,2,1,3,1,Travel_Rarely,No,1,3,0
EMP000711,38,Female,Single,4,Technical Degree,R&D,Research Director,2,8,0,0,0,7440,0,9,10,3,2,4,2,3,3,Travel_Rarely,Yes,1,3,0
EMP000712,23,Female,Single,4,Marketing,Sales,Manager,2,5,0,0,0,5937,0,5,16,3,2,1,3,4,3,Travel_Frequently,No,1,4,1
EMP000713,33,Male,Divorced,3,Life Sciences,IT,Manager,1,3,0,0,0,3182,1,13,7,2,3,4,3,3,2,Travel_Rarely,Yes,1,4,0
EMP000714,30,Male,Single,2,Medical,Sales,Sales Executive,3,2,2,1,2,8339,0,13,1,2,4,3,3,3,2,Travel_Rarely,No,0,3,0
EMP000715,22,Male,Single,3,Marketing,Sales,Manager,2,1,1,1,1,4959,0,12,12,3,3,2,2,3,2,Travel_Rarely,Yes,1,4,1
EMP000716,24,Female,Single,2,Technical Degree,R&D,Research Scientist,1,3,0,0,0,3244,0,7,11,3,4,3,4,3,5,Non-Travel,No,9,2,0
EMP000717,34,Male,Married,4,Marketing,Sales,Sales Representative,2,0,0,0,0,4339,0,20,6,3,4,1,1,4,2,Travel_Rarely,No,0,2,0
EMP000718,26,Male,Single,4,Life Sciences,HR,Manager,2,0,0,0,0,4253,1,14,5,1,3,2,4,3,2,Travel_Rarely,Yes,4,4,1
EMP000719,47,Female,Married,4,Medical,HR,Manager,3,1,0,0,0,6872,1,12,7,4,2,3,4,2,2,Travel_Rarely,No,0,1,0
EMP000720,25,Male,Married,2,Technical Degree,R&D,Laboratory Technician,3,2,2,0,0,8460,0,14,10,2,2,3,3,4,1,Travel_Rarely,Yes,0,3,1
EMP000721,24,Female,Single,5,Other,Operations,Operations Specialist,1,6,1,1,0,4044,0,6,13,2,3,4,2,2,2,Travel_Rarely,No,2,2,0
EMP000722,22,Male,Single,1,Life Sciences,IT,Manager,1,0,0,0,0,3920,0,15,21,2,4,4,1,2,5,Travel_Rarely,No,1,2,0
EMP000723,24,Male,Single,3,Life Sciences,Sales,Sales Representative,1,6,0,0,0,4492,0,13,5,3,3,2,1,3,1,Travel_Rarely,No,4,2,0
EMP000724,28,Male,Single,4,Marketing,IT,Software Engineer,3,8,0,0,0,9921,0,12,16,3,3,2,2,3,1,Non-Travel,No,2,4,0
EMP000725,45,Male,Married,1,Marketing,R&D,Research Scientist,5,4,0,0,0,17955,1,11,8,3,4,2,4,2,2,Travel_Rarely,No,1,2,0
EMP000726,24,Female,Single,2,Life Sciences,IT,Software Engineer,1,3,1,0,0,3456,0,10,16,3,3,3,3,2,5,Travel_Rarely,Yes,1,2,1
EMP000727,19,Male,Single,2,Marketing,IT,Software Engineer,2,1,0,0,0,4105,0,13,3,1,3,3,4,4,1,Travel_Rarely,No,0,1,0
EMP000728,25,Male,Single,4,Human Resources,Sales,Sales Executive,3,2,2,0,0,6969,0,17,15,4,2,2,1,2,6,Travel_Rarely,No,7,4,0
EMP000729,29,Female,Single,5,Marketing,IT,Software Engineer,1,0,0,0,0,2509,0,12,9,2,2,2,3,4,2,Travel_Rarely,No,1,3,0
EMP000730,38,Female,Married,4,Medical,Marketing,Marketing Specialist,3,5,1,1,1,7065,1,10,19,3,2,4,4,3,2,Travel_Rarely,Yes,2,3,0
EMP000731,29,Female,Single,4,Technical Degree,R&D,Laboratory Technician,2,4,0,0,0,5737,0,5,3,3,4,4,3,2,3,Non-Travel,No,0,4,0
EMP000732,26,Female,Married,3,Life Sciences,Sales,Manager,2,0,0,0,0,3785,1,20,20,2,2,4,1,3,2,Non-Travel,Yes,1,2,0
EMP000733,24,Female,Married,1,Medical,Sales,Sales Executive,1,1,1,0,1,3336,0,14,4,4,2,3,3,2,2,Non-Travel,Yes,4,2,1
EMP000734,33,Male,Single,1,Marketing,Sales,Sales Representative,3,2,0,0,0,8183,0,13,2,1,1,1,3,2,1,Travel_Rarely,No,0,2,1
EMP000735,28,Female,Married,5,Marketing,Sales,Sales Representative,2,10,0,0,0,8182,0,18,8,4,3,3,4,3,0,Travel_Rarely,No,1,1,0
EMP000736,34,Male,Single,2,Other,R&D,Research Scientist,2,16,1,1,0,8404,0,9,14,2,1,2,4,3,4,Travel_Rarely,No,0,4,0
EMP000737,22,Male,Single,5,Life Sciences,R&D,Laboratory Technician,1,4,0,0,0,3292,1,7,34,2,1,4,3,4,7,Non-Travel,No,1,3,0
EMP000738,25,Male,Married,2,Life Sciences,Sales,Sales Executive,2,6,0,0,0,5182,0,13,1,4,3,1,1,3,2,Travel_Rarely,Yes,0,4,0
EMP000739,32,Male,Married,4,Other,IT,Manager,2,2,0,0,0,6522,0,13,22,3,2,2,1,3,2,Travel_Rarely,No,3,4,0
EMP000740,21,Male,Single,5,Life Sciences,Operations,Operations Manager,1,3,0,0,0,3197,1,19,4,2,4,2,4,1,2,Travel_Rarely,Yes,1,4,0
EMP000741,22,Male,Single,3,Medical,Marketing,Marketing Manager,1,1,0,0,0,2898,1,15,11,3,4,3,3,3,4,Travel_Frequently,No,0,3,1
EMP000742,27,Male,Married,4,Marketing,R&D,Laboratory Technician,1,6,0,0,0,4025,0,14,16,2,3,4,3,4,3,Non-Travel,Yes,0,1,0
EMP000743,36,Female,Married,3,Human Resources,IT,Data Scientist,3,0,0,0,0,7940,1,15,7,4,1,3,3,3,0,Travel_Frequently,No,1,1,0
EMP000744,39,Female,Single,3,Marketing,Operations,Operations Specialist,3,2,2,1,2,10201,0,8,21,3,3,2,3,3,0,Travel_Rarely,Yes,3,1,1
EMP000745,23,Female,Single,3,Medical,Marketing,Marketing Manager,2,5,0,0,0,6121,1,6,12,2,4,4,4,3,0,Travel_Rarely,No,1,4,0
EMP000746,29,Female,Married,4,Marketing,Marketing,Marketing Specialist,2,11,0,0,0,7252,1,15,0,1,3,4,1,3,4,Travel_Rarely,No,1,3,0
EMP000747,38,Male,Married,3,Human Resources,IT,Data Scientist,3,5,0,0,0,8897,2,8,12,3,4,1,4,3,4,Travel_Rarely,No,0,4,0
EMP000748,34,Female,Divorced,3,Technical Degree,R&D,Research Director,3,1,0,0,0,8276,0,16,4,3,3,4,4,3,1,Non-Travel,Yes,1,3,0
EMP000749,29,Male,Married,5,Life Sciences,Sales,Sales Executive,2,4,2,0,2,6406,1,12,8,4,1,3,2,2,3,Travel_Rarely,No,4,3,1
EMP000750,30,Male,Single,3,Technical Degree,R&D,Manager,1,4,0,0,0,3566,0,11,10,3,4,4,1,2,4,Travel_Frequently,No,1,2,0
EMP000751,23,Male,Single,3,Technical Degree,Sales,Sales Executive,2,5,2,2,1,5622,0,10,0,2,2,1,3,4,0,Travel_Rarely,No,2,2,0
EMP000752,26,Male,Single,5,Technical Degree,Operations,Operations Manager,3,8,1,0,1,10766,1,9,16,3,2,4,2,4,2,Travel_Frequently,Yes,2,2,0
EMP000753,27,Male,Married,3,Technical Degree,R&D,Research Director,1,0,0,0,0,2748,0,16,6,4,2,1,1,4,2,Travel_Rarely,Yes,2,4,0
EMP000754,27,Male,Married,3,Medical,Operations,Operations Manager,1,1,1,1,0,2906,0,13,3,3,1,4,3,3,3,Travel_Frequently,Yes,4,2,1
EMP000755,26,Male,Married,4,Marketing,IT,Software Engineer,3,8,4,2,0,11073,1,11,1,3,3,1,3,2,3,Travel_Frequently,Yes,0,4,0
EMP000756,22,Male,Single,3,Technical Degree,R&D,Research Director,1,4,3,1,0,3663,0,17,14,3,4,2,4,4,0,Travel_Rarely,No,2,4,0
EMP000757,38,Male,Married,3,Life Sciences,Sales,Sales Executive,2,1,1,0,1,5112,1,16,10,2,1,2,3,4,1,Travel_Frequently,Yes,0,3,0
EMP000758,28,Female,Married,3,Life Sciences,Sales,Manager,2,5,0,0,0,5739,0,11,13,4,4,3,1,4,0,Travel_Rarely,No,3,3,0
EMP000759,27,Male,Married,4,Life Sciences,IT,Data Scientist,2,1,1,1,0,4797,1,13,3,3,1,3,3,3,6,Travel_Rarely,No,0,2,0
